GEM unit/phase ID,GEM location ID,Country,Wiki URL,Plant name,Unit name,Plant name (local),Plant name (other),Owner,Parent,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Previous Region,Latitude,Longitude,Location accuracy,Permits (Detail),Permits (Main Date Only),Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Financier,Financier Public or Private,Financier Type,Domestic/International,Financier Country,Advisor,Type of Finance,Equity Partnership,Units Included,Financing Status,Repaid?,Close Date,Close Year,All Finance This Plant,This Financier's Total Share,This Financier's Unit Share,EPC Company,Insurance,Equipment (GENMFR),TurbMFR,BoilerMFR
G100000101447,L100000102541,India,https://www.gem.wiki/Cheyyur_Ultra_Mega_Power_Project,Cheyyur Ultra Mega Power Project,--,,,Coastal Tamil Nadu Power [100%],Power Finance Corp Ltd [100.0%],4000,shelved,,,,supercritical,Unknown,domestic,,Cheyyur Block-B,Cheyyur,Kancheepuram,Tamil Nadu,Southern Asia,Asia,South Asia,12.3125,79.9825,exact,"September 30, 2013 – Environmental Clearance; Environmental Impact Assessment: 2012-12","Year: 2013, Month: 9, Day: 30",,,,"8,409","96,100",53.00%,15.8,633.4,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000115404,L100000102524,India,https://www.gem.wiki/Chhabra_Thermal_Power_Station,Chhabra Thermal Power Station,Unit 7,,,Rajasthan Rajya Vidyut Utpadan Nigam [100%],Rajasthan Rajya Vidyut Utpadan Nigam [100.0%],660,pre-permit,,,,ultra-supercritical,subbituminous,,,Chowki-Motipura,Chhabra,Baran,Rajasthan,Southern Asia,Asia,South Asia,24.63433,77.0385039,exact,Terms of Reference: 2023-07-17,,,,,"8,272","96,100",53.00%,2.6,102.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000115405,L100000102524,India,https://www.gem.wiki/Chhabra_Thermal_Power_Station,Chhabra Thermal Power Station,Unit 8,,,Rajasthan Rajya Vidyut Utpadan Nigam [100%],Rajasthan Rajya Vidyut Utpadan Nigam [100.0%],660,pre-permit,,,,ultra-supercritical,subbituminous,,,Chowki-Motipura,Chhabra,Baran,Rajasthan,Southern Asia,Asia,South Asia,24.63433,77.0385039,exact,Terms of Reference: 2023-07-17,,,,,"8,272","96,100",53.00%,2.6,102.8,N/A,N/A,N/A,,N/A,,,,,Unknown,,,,,,,,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,KB Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00",,,,,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,KB Kookmin Bank,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$205,200,000.00","$102,600,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,KB Kookmin Bank,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$205,200,000.00","$102,600,000.00",,,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,KDB Life Insurance,Private,Government-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$18,000,000.00","$9,000,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,KDB Life Insurance,Private,Government-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$18,000,000.00","$9,000,000.00",,,,,
G100000101591,L100000102814,Indonesia,https://www.gem.wiki/Cirebon_power_station,Cirebon power station,Unit 2,,井里汶电站,PT Cirebon Electric Power [100%],Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; PT Indika Energy Tbk [20.0%]; ST International Corp [20.0%],924,operating,2023,,,ultra-supercritical,Unknown,,,Kanci Kulon,Astanajapura,Cirebon,West Java,South-eastern Asia,Asia,SE Asia,-6.770286,108.614858,exact,,,,,,"8,272","96,100",53.00%,3.6,143.9,KEPCO,Private,Government-owned commercial institution,International,South Korea,ING,equity,,2,Closed,,4/18/2017,2017,"$2,175,000,000.00","$43,500,000.00","$43,500,000.00",,,,,
G100000109790,L100000102785,Indonesia,https://www.gem.wiki/Tabalong_power_station,Tabalong power station,Unit 1,,Kalsel FTP2,PT Tanjung Power Indonesia [100%],PT Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],100,operating,2019,,,subcritical,lignite,mine-mouth,,Adaro's Tanjung coal mine,,Tabalong,South Kalimantan,South-eastern Asia,Asia,SE Asia,-2.163427,115.440814,exact,,,,,,"10,442","101,000",53.00%,0.5,18.6,Korea Development Bank,Public,Governmental policy institution,International,South Korea,DBS Bank,equity,,"1,2",Closed,,11/24/2017,2017,"$540,000,000.00","$23,600,000.00","$11,800,000.00",,K-Sure,,,
G100000109790,L100000102785,Indonesia,https://www.gem.wiki/Tabalong_power_station,Tabalong power station,Unit 1,,Kalsel FTP2,PT Tanjung Power Indonesia [100%],PT Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],100,operating,2019,,,subcritical,lignite,mine-mouth,,Adaro's Tanjung coal mine,,Tabalong,South Kalimantan,South-eastern Asia,Asia,SE Asia,-2.163427,115.440814,exact,,,,,,"10,442","101,000",53.00%,0.5,18.6,Korea Development Bank,Public,Governmental policy institution,International,South Korea,DBS Bank,loan,,"1,2",Closed,,11/24/2017,2017,"$540,000,000.00","$225,550,000.00","$112,775,000.00",,,,,
G100000109791,L100000102785,Indonesia,https://www.gem.wiki/Tabalong_power_station,Tabalong power station,Unit 2,,Kalsel FTP2,PT Tanjung Power Indonesia [100%],PT Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],100,operating,2019,,,subcritical,lignite,mine-mouth,,Adaro's Tanjung coal mine,,Tabalong,South Kalimantan,South-eastern Asia,Asia,SE Asia,-2.163427,115.440814,exact,,,,,,"10,442","101,000",53.00%,0.5,18.6,Korea Development Bank,Public,Governmental policy institution,International,South Korea,DBS Bank,equity,,"1,2",Closed,,11/24/2017,2017,"$540,000,000.00","$23,600,000.00","$11,800,000.00",,K-Sure,,,
G100000109791,L100000102785,Indonesia,https://www.gem.wiki/Tabalong_power_station,Tabalong power station,Unit 2,,Kalsel FTP2,PT Tanjung Power Indonesia [100%],PT Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],100,operating,2019,,,subcritical,lignite,mine-mouth,,Adaro's Tanjung coal mine,,Tabalong,South Kalimantan,South-eastern Asia,Asia,SE Asia,-2.163427,115.440814,exact,,,,,,"10,442","101,000",53.00%,0.5,18.6,Korea Development Bank,Public,Governmental policy institution,International,South Korea,DBS Bank,loan,,"1,2",Closed,,11/24/2017,2017,"$540,000,000.00","$225,550,000.00","$112,775,000.00",,,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$2,574,000.00","$1,287,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Korea Post,Public,Governmental policy institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$2,574,000.00","$1,287,000.00",,,,,
G100000110619,L100000104306,Vietnam,https://www.gem.wiki/Vinh_Tan_power_station,Vinh Tan power station,Phase 4 Unit 1,,Vinh Tan-4 extension (Phase 4 extension),Vietnam Electricity [100%],Vietnam Electricity [100.0%],600,operating,2017,,,supercritical,bituminous,,,,Vinh Tan,Tuy Phong,Binh Thuan,South-eastern Asia,Asia,SE Asia,11.317,108.808,exact,,,,,,"8,409","94,600",53.00%,2.3,79.5,Korea Trade Insurance Corporation (K-SURE),Public,Governmental policy institution,International,South Korea,N/A,loan,,"1,2",Closed,,9/1/2017,2017,"$2,776,800,000.00","$341,000,000.00","$170,500,000.00",Harbin-General Electric alliance,,,,
G100000110620,L100000104306,Vietnam,https://www.gem.wiki/Vinh_Tan_power_station,Vinh Tan power station,Phase 4 Unit 2,,Vinh Tan-4 extension (Phase 4 extension),Vietnam Electricity [100%],Vietnam Electricity [100.0%],600,operating,2018,,,supercritical,bituminous,,,,Vinh Tan,Tuy Phong,Binh Thuan,South-eastern Asia,Asia,SE Asia,11.317,108.808,exact,,,,,,"8,409","94,600",53.00%,2.3,81.8,Korea Trade Insurance Corporation (K-SURE),Public,Governmental policy institution,International,South Korea,N/A,loan,,"1,2",Closed,,9/1/2017,2017,"$2,776,800,000.00","$341,000,000.00","$170,500,000.00",Harbin-General Electric alliance,,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Korean Federation of Community Credit Cooperatives,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$10,800,000.00","$5,400,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Korean Federation of Community Credit Cooperatives,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$10,800,000.00","$5,400,000.00",,,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Kyobo Life Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$205,200,000.00","$102,600,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Kyobo Life Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$205,200,000.00","$102,600,000.00",,,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Lotte Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$85,500,000.00","$42,750,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Lotte Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$85,500,000.00","$42,750,000.00",,,,,
G100000101591,L100000102814,Indonesia,https://www.gem.wiki/Cirebon_power_station,Cirebon power station,Unit 2,,井里汶电站,PT Cirebon Electric Power [100%],Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; PT Indika Energy Tbk [20.0%]; ST International Corp [20.0%],924,operating,2023,,,ultra-supercritical,Unknown,,,Kanci Kulon,Astanajapura,Cirebon,West Java,South-eastern Asia,Asia,SE Asia,-6.770286,108.614858,exact,,,,,,"8,272","96,100",53.00%,3.6,143.9,Marubeni,Private,Privately-owned commercial institution,International,Japan,ING,equity,,2,Closed,,4/18/2017,2017,"$2,175,000,000.00","$155,250,000.00","$155,250,000.00",,,,,
G100000107336,L100000103062,Mozambique,https://www.gem.wiki/Ncondezi_power_station,Ncondezi power station,Unit 1,,"Solgenics power station (Unit 1, Unit 2)",Solgenics [100%],Solgenics [100.0%],150,announced,,,,CFB,Unknown,Ncondezi coal mine,,Songo Dist,,,Tete,Sub-Saharan Africa,Africa,Africa and Middle East,-15.595833,32.764722,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,Michael Howarth (company chairman),Private,Privately-owned commercial institution,Domestic,Mozambique,KPMG (Ncondezi); Synergy Consulting (sponsor),loan,,"1,2",Closed,,June 2017,2017,"$3,582,000.00","$200,000.00","$100,000.00","China Machinery Engineering Corporation, General Electric",,,,
G100000107337,L100000103062,Mozambique,https://www.gem.wiki/Ncondezi_power_station,Ncondezi power station,Unit 2,,"Solgenics power station (Unit 1, Unit 2)",Solgenics [100%],Solgenics [100.0%],150,announced,,,,CFB,Unknown,Ncondezi coal mine,,Songo Dist,,,Tete,Sub-Saharan Africa,Africa,Africa and Middle East,-15.595833,32.764722,approximate,,,,,,"10,442","96,100",53.00%,0.7,29.5,Michael Howarth (company chairman),Private,Privately-owned commercial institution,Domestic,Mozambique,KPMG (Ncondezi); Synergy Consulting (sponsor),loan,,"1,2",Closed,,June 2017,2017,"$3,582,000.00","$200,000.00","$100,000.00","China Machinery Engineering Corporation, General Electric",,,,
G100000103106,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 1,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Mirae Asset Life Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$136,800,000.00","$68,400,000.00",,,,,
G100000103107,L100000103484,South Korea,https://www.gem.wiki/Goseong_Green_power_station,Goseong Green power station,Unit 2,고성그린파워,"Goseong Hi, Goseung Hai, Goseong High, 고성그린파워",Goseong Green Power [100%],other Unknown/mixed entity types [52.0%]; Korea Electric Power Corp [29.0%]; SK Gas Co Ltd [19.0%],1040,operating,2021,,2051,ultra-supercritical,Unknown,,,Hai-myeon,Geumseong,Hadong,South Gyeongsang,Eastern Asia,Asia,East Asia,34.904909,128.125406,exact,,,,,,"8,272","96,100",53.00%,4,117.4,Mirae Asset Life Insurance,Private,Privately-owned commercial institution,Domestic,South Korea,N/A,loan,,"1,2",Closed,,2017,2017,"$3,901,229,795.00","$136,800,000.00","$68,400,000.00",,,,,
G100000109958,L100000102714,Indonesia,https://www.gem.wiki/Tanjung_Jati_B_power_station,Tanjung Jati B power station,Unit 5,,坦竣B电站,PT Bhumi Jati Power [100%],Kansai Electric Power Co; PT United Tractors Tbk; Sumitomo Corp,1000,operating,2022,,,ultra-supercritical,subbituminous,,,Tanjung Jati,Kembang,Jepara,Central Java,South-eastern Asia,Asia,SE Asia,-6.446488,110.742359,exact,,,,,,"8,272","96,100",53.00%,3.9,151.9,Mitsubishi UFJ Financial Group,Private,Privately-owned commercial institution,International,Japan,Sumitomo Mitsui Banking Corporation,loan,,"5,6",Closed,,3/27/2017,2017,"$4,194,030,000.00","$194,510,000.00","$97,255,000.00",,Nippon Export and Investment Insurance (NEXI),,,
